label,x,y
-0.024593114806583,-1.40163422326322,-1.42574462518204
-0.0222814055632675,-1.40409353474387,-1.43731425116273
-0.0201044757694755,-1.4063216753002,-1.4486205305975801
-0.0180457539388473,-1.40833212287715,-1.4596903773564398
-0.016090439860295,-1.41013669827103,-1.4705489934866005
-0.0142252292997255,-1.41174574225706,-1.4812200807404599
-0.0124380800978094,-1.4131682651870399,-1.4917260325550499
-0.0107180118907166,-1.41441207319682,-1.50208810915234
-0.00905493314019159,-1.4154838743858895,-1.51232659816905
-0.007439490300065871,-1.4163893676999098,-1.5224609629939898
-0.00586293483843036,-1.4171333167299098,-1.5325099807907798
-0.00431700453102756,-1.4177196102137601,-1.54249187201297
-0.0027938159817881,-1.41815131066686,-1.55242442307684
-0.00128576574074129,-1.41843069226504,-1.56232510374163
0.000214562299932599,-1.4185592688391102,-1.57221118065853
0.00171448532786814,-1.41853781260912,-1.5820998284849501
0.00322130779956684,-1.41836636407633,-1.59200823992046
0.00474240726702626,-1.4180442332963799,-1.60195373600416
0.00628532169840556,-1.4175699925696699,-1.61195387801897
0.00785784019896724,-1.41694146039983,-1.62202658237883
0.009468099154569393,-1.4161556763799399,-1.6321902399284598
0.0111246860080612,-1.41520886646448,-1.64246384116458
0.0128367531485883,-1.41409639786367,-1.6528671089933702
0.0146141447589768,-1.4128127225488099,-1.66342064077314
0.016467539946361,-1.4113513080729199,-1.67414606155583
0.0184086161021714,-1.40970455407828,-1.6850661906386701
0.0204502372343803,-1.4078636924680599,-1.69620522377036
0.0226066730338456,-1.4058186687446201,-1.70758893362637
0.024893855739197,-1.40355800144124,-1.71924489147791
0.0273296835327906,-1.40106861586732,-1.7312027133282801
0.0299343813430254,-1.3983356475140405,-1.74349433417768
0.0327309326922925,-1.39534220937974,-1.75615431449693
0.0357455998126412,-1.3920691161105099,-1.7692201834308299
0.0390085539211827,-1.38849455612924,-1.7827328236924198
0.0425546436708743,-1.3845937007371298,-1.796736903513
0.0464243378740413,-1.3803382363700405,-1.81128136132372
0.0506648893349933,-1.3756958025826398,-1.82641994896844
0.055331781000904,-1.37062931364914,-1.8422118390430802
0.0604905350213898,-1.36509613554905,-1.8587223012024001
0.0662189916474046,-1.3590470820469098,-1.87602345063844
0.07261020098916701,-1.3524251828821698,-1.89419506890952
0.0797761205140234,-1.34516416278325,-1.91332549212964
0.0878523806461186,-1.33718655073185,-1.9335125530868797
0.0970044784946063,-1.32840131266724,-1.95486455047221
0.107435898215217,-1.31870086481777,-1.9775011976019696
0.11939885453202904,-1.30795727499625,-2.00155447119539
0.133208641395949,-1.29601738954305,-2.0271692326869197
0.14926298216025102,-1.28269652540345,-2.05450342269908
0.168068382533662,-1.26777022718743,-2.08372752307825
0.190276372691709,-1.2509633889340601,-2.11502282566959
0.21673381678916606,-1.2319357516648899,-2.14857782318644
0.248553331623338,-1.21026236998598,-2.18458172001354
0.287212466287677,-1.1854070368236398,-2.22321361949672
0.33469370905840995,-1.1566857901948702,-2.26462534693237
0.393681125623646,-1.12321641928903,-2.3089150863413996
0.46783122075380695,-1.0838483067266702,-2.3560880340917096
0.562127858555826,-1.03706518465129,-2.4059991350586296
0.683291375241523,-0.9808523987957058,-2.4582717915459997
0.840079385961902,-0.912523261271554,-2.51218558614411
1.0429404455666,-0.828515322675363,-2.5665266515994
1.3015559771235201,-0.7242212781187041,-2.61939993257019
1.6170362471391002,-0.5940656804063521,-2.6680241412722596
1.96424266599352,-0.43236205569244196,-2.70859535978121
2.26715349551664,-0.23593778909309,-2.73645556918945
2.40116500212969,-0.0092224395414261,-2.7469888932939703
2.2761333822255696,0.230894060671543,-2.73745218764605
1.94063872774456,0.45850739889409997,-2.70874541285889
1.53980673397804,0.652571271668556,-2.66523492755135
1.1837081871556399,0.8065519450663591,-2.61257622676341
0.906911751904359,0.924922763781923,-2.55566282757534
0.702537128356631,1.01561393897236,-2.49791351070583
0.553256963852077,1.08586765180802,-2.4414411059485897
0.4433833741960021,1.14119334819323,-2.38743643686333
0.36128188832574004,1.1855316856128302,-2.3364944551477205
