label,x,y
7.22817516038212,9.01502740318998,12.8015055992981
7.305035381533,9.83634217890919,13.528277438446601
7.35221936026932,10.583211499171599,14.2611981344193
7.377502393354959,11.2601122852813,14.9977103095503
7.38613214453297,11.8718512960887,15.7358988115994
7.38176438093258,12.4232793809331,16.4742886641245
7.36701872677328,12.919127880933098,17.2117157658077
7.343820083761518,13.363916965517099,17.9472415120857
7.313615034600152,13.7619072773415,18.6800948107112
7.277512949652669,14.1170780530674,19.4096316996038
7.23638037483428,14.4331215427259,20.1353065844473
7.19090563424141,14.7134474259368,20.8566513352953
7.14164396884811,14.961193246767195,21.5732598159558
7.08904966799304,15.179238318975301,22.284776243538104
7.03349933009688,15.370219453877098,22.9908862966784
6.97530896091832,15.5365474414991,23.6913102283188
6.914746718286329,15.680423593441,24.3857974619092
6.85204253379943,15.8038559059255,25.0741223001595
6.78739546264567,15.9086745687129,25.7560804784925
6.7209793594367815,15.996546658106196,26.4314863671475
6.65294730603883,16.0689899282393,27.1001706766572
6.58343509888876,16.127385666019194,27.761978557826602
6.512564020441822,16.1729906093062,28.4167680137705
6.44044306070662,16.2069479504197,29.0644085609799
6.367170712733508,16.2302974614484,29.7047800908007
6.2928364353890585,16.2439847865769,30.337771893511402
6.217521854363572,16.248869951458097,30.963281815366503
6.1413017557821785,16.2457351417487,31.5812155252112
6.06424491440204,16.235291803152002,32.1914858720718
5.9864147890406,16.218187114277,32.7940123188464
5.90787011078457,16.1950098817534,33.388720440120395
5.82866538409802,16.1662959046565,33.9755414744083
5.74885131676167,16.132532852600697,34.554411922919805
5.66847519132786,16.0941646990168,35.125273188379396
5.587581188241369,16.0515957482479,35.6880712485622
5.5062106687879,16.0051942922472,36.242756360128105
5.4244024244634295,15.955295929901302,36.7892827890693
5.3421928981152496,15.9022065793575,37.3276085646825
5.259616381216111,15.8462052112333,37.857695254465106
5.17670519084274,15.787546328231599,38.3795077577255
5.09348982929581,15.7264622144927,38.893014116029
5.0099991287878485,15.663164975973,39.39818533886221
4.92626038321361,15.5978483912545,39.8949952431256
4.84229946868266,15.530689590450402,40.383420305246894
4.75814095422299,15.4618505782736,40.86343952485971
4.67380820384222,15.3914796158686,41.335034299126704
4.58932347095238,15.319712474665899,41.7981883068914
4.50470798601541,15.2466735742946,42.2528874019375
4.41998203814413,15.172477015466699,42.6991195147157
4.33516505129294,15.097227517734401,43.13687456196429
4.2502756555885,15.0210212710903,43.5661443637086
4.1653317542816914,14.9439467095401,43.9869225671801
4.08035058674388,14.866085214014197,44.3992045772346
3.99534878788264,14.787511751287198,44.802987492895696
3.91034244431089,14.708295454946699,45.198270049679614
3.82534714756966,14.6285001538832,45.5850525673929
3.74037804467529,14.5481848532518,45.9633369031212
3.65544988623748,14.467404172394199,46.3331264091537
3.5705770723733403,14.3862087437785,46.694425895611
3.48577369662463,14.304645576638,47.0472415975677
3.40105358806983,14.2227583886366,47.3915811464773
3.31643035180893,14.140587908579999,47.7274535457292
3.2319174079874102,14.058172152902902,48.0548691501832
3.14752802951541,13.9755466784113,48.3738396495418
3.0632753786290894,13.8927448135217,48.684378055438614
2.9791725424333,13.809797870032499,48.986498692133395
2.89523256755745,13.726735337272501,49.280217190717494
2.81146849405048,13.643585060301001,49.56555048674871
2.7278933886348904,13.560373403676,49.842516821244295
2.6445203774349,13.4771254021719,50.11113574497421
2.5613626782892203,13.393864899698201,50.371428126007004
2.47843363275472,13.310614677557304,50.62341616047279
2.39574673790327,13.227396573077,50.867123386517
2.31331567801078,13.1442315895596,51.1025747014287
2.23115435623389,13.061139998404801,51.32979638193849
2.14927692636639,12.978141434187698,51.5488161076885
2.06769782476482,12.895254983405499,51.759662987887
1.98643180252902,12.812499267541499,51.9623675911691
1.9054939580208603,12.729892521040199,52.1569619786932
1.82489976980068,12.6474526647383,52.343479740510205
1.74466513005793,12.5651973752445,52.5219560352522
1.66480637860873,12.4831441507259,52.69242763319311
1.5853403375291395,12.4013103735142,52.854932962741096
1.50628434648857,12.3197133699157,53.0095121604301
1.42765629884276,12.238370467572901,53.156207124483615
1.34947467854042,12.157299050699901,53.295061572028
1.27175859789086,12.076516613484001,53.4261211000419
1.19452783623328,11.996040811924699,53.549433250126
1.11780287953941,11.9158895143555,53.665047577189
1.04160496097209,11.8360808508739,53.7730157221415
0.965956102411045,11.7566332618837,53.8733914886946
0.8908791569445391,11.6775655459365,53.9662309243608
0.8163978523109441,11.5988969070373,54.0515924057522
0.742536835257397,11.520647001564601,54.129536728269606
0.669321716763681,11.4428359849339,54.200127200272
0.596779118057309,11.3654845581169,54.2634297418087
0.524936717320843,11.288614014110902,54.31951298798929
0.453823296963979,11.2122462844319,54.3684483970533
0.383468791300585,11.136403985685101,54.410310363189105
0.3139043344343689,11.061110466246701,54.4451763341321
3.56031266071934,3.48540194192317,13.0700662237925
4.54117352885324,4.49289301380279,13.4779530797578
5.23378555111325,5.497721065307831,13.968602453596999
5.71783475981727,6.47132751388838,14.517360440192402
6.05892595301416,7.395978238481259,15.106916121131198
6.3017948025209805,8.26227300993455,15.7253919221298
6.47575095299523,9.066225189193199,16.364540608317302
6.60007737901171,9.8071777655734,17.0184997314097
6.68770678546492,10.4864677269172,17.682991525938
6.74752212230471,11.106591632772,18.3548139145129
6.785775116227733,11.670684681725302,19.0315126957611
6.80696922612825,12.1821937251755,19.711166115123802
6.81441945502656,12.6446712752708,20.3922400791013
6.8106149722279,13.0616460932464,21.0734886532471
6.79745918972023,13.4365429811445,21.753884216511196
6.776432093395902,13.772634602002098,22.4325674565242
6.74870220666388,14.0730143511415,23.108810912698694
6.71520525293131,14.340583136693699,23.7819919486836
6.676700372131162,14.578045348317499,24.451572405176602
6.63381093235548,14.7879108506988,25.1170830636873
6.58705458979172,14.9725008588645,25.7781116276683
6.53686572675233,15.1339562319572,26.434293311273198
6.483612407972782,15.274247181436698,27.08530338627201
6.42760934139295,15.3951837040903,27.73085121697461
6.369127890455131,15.4984262678206,28.370675438411002
6.30840388550185,15.585496430084099,29.004540021938897
6.245643774756418,15.657787175625801,29.6322310363272
6.18102951021272,15.7165728355389,30.2535539588022
6.11472246074187,15.7630185030063,30.868331424696198
6.046866570746219,15.7981888987798,31.4764013297087
5.977590928981591,15.8230566659765,32.0776152178313
5.9070118727693295,15.838510092277,32.671836902403
5.83523472363629,15.8453602703262,33.2589412787747
5.76235522860766,15.844347715657198,33.8388132955358
5.6884607649324215,15.8361484669523,34.4113470578308
5.61363135352481,15.8213796967503,34.976445041426004
5.53794051683621,15.800604862427699,35.5340174002252
5.46145600949415,15.7743384278686,36.083981353123
5.384240444317889,15.7430501860311,36.6262606386257
5.306351831847151,15.707169211859801,37.160785027701
5.22784404800659,15.667087473858599,37.6874898869516
5.14876724175302,15.623163131273401,38.206315785528496
5.06916819234833,15.5757235423213,38.7172081402715
4.98909062414318,15.525068007324,39.2201168944392
4.90857548534714,15.4714702690059,39.7149962261077
4.82766119612703,15.415180790640099,40.2018042829075
4.74638387045849,15.3564288311888,40.6805029402533
4.664777515412281,15.2954243351157,41.1510575806302
4.58287421095131,15.232359653145402,41.6134368918329
4.50070427281971,15.167411108926,42.067612682341
4.4182964006993615,15.1007404253154,42.5135597122465
